word,part_of_speech,meaning,example,example_meaning,definition,ID
knell,verb,hồi chuông báo tử,That sounded the death knell for Haman.,Đó là hồi chuông báo tử cho Ha-man.,"(intransitive) to ring a bell slowly, especially for a funeral; to toll.",2426
sedition,noun,sự dấy loạn,Seditive will help with the discomfort.,Thuốc an thần sẽ giải quyết sự khó chịu.,The organized incitement of rebellion or civil disorder against authority or the state.,2427
procure,verb,làm ma cô,‘The Woman Who Procures Praise’,‘Người nữ được khen-ngợi’,"(transitive) To acquire or obtain an item or service, sometimes rare, usually by extra effort.",2428
invoice,noun,hóa đơn,"That's not like invoices or reports, or numbers.","Nó không giống như cùi hóa đơn hay tờ báo cuộn, hay đồ chơi.","a bill; a commercial document issued by a seller to a buyer indicating the products, quantities and agreed prices for products or services that the seller has already provided the buyer with. An invoice indicates that, unless paid in advance, payment is due by the buyer to the seller, according to the agreed terms.",2429
chime in,verb,a dua,Good chime - in .,Nói hay lắm.,(idiomatic) to talk; to join in conversation or discussion,2430
transaction,noun,giao dịch,"It turned transactions into interactions, and generosity into a currency.","Cửa hàng này biến các giao dịch thành các tương tác, và sự hào phóng thành tiền.","The act of conducting or carrying out (business, negotiations, plans).",2431
cubicle,noun,phòng ngủ nhỏ,We don't paint work cubicles .,Ta không sơn phòng ngủ nhỏ nơi làm việc.,A small separate part or one of the compartments of a room.,2432
slack,adjective,chùng,That one looks a little slack .,Hắn có hơi chùng xuống kìa.,(followed by “off”) to procrastinate; to be lazy,2433
portfolio,noun,chức vị bộ trưởng,This Regis Air fiasco's crushing my portfolio .,Thất bại của Regis Air đã nghiền nát các danh mục đầu tư của tôi.,"A case for carrying papers, drawings, photographs, maps and other flat documents.",2434
circulation,noun,lưu thông,There's still 13 trillion dollars circulating in the US economy.,Vẫn có 13 nghìn tỷ đô lưu thông trong nền kinh tế Mỹ.,"The act of moving in a circle, or in a course which brings the moving body to the place where its motion began.",2435
bulge,verb,chỗ phồng,"There's an ink smudge on your wrist, a bulge in your jacket pocket.","Có 1 vết mực trên cổ tay của cô, 1 chỗ phồng lên ( máy ghi âm ) trong túi áo khoác bên trái.",Something sticking out from a surface.,2436
torment,verb,giày vò,On some cellular level that still torments me.,Vẫn còn giày vò từng tế bào của tôi.,(obsolete) A catapult or other kind of war-engine.,2437
occupational,noun,nghề nghiệp,Occupation ?,Nghề nghiệp ?,"Of, relating to, or caused by an occupation",2438
lisp,verb,nói ngọng,He stays in the room next to mine and has a lisp .,Anh ta ở cạnh phòng tôi. Anh ấy nói ngọng .,To pronounce the sibilant letter ‘s’ imperfectly; to give ‘s’ and ‘z’ the sounds of ‘th’ (IPA: /θ / ð/) — a defect common amongst children.,2439
replica,noun,bản sao,Here's a replica of one such seal.,Dưới đây là bản sao của một con dấu như vậy.,An exact copy.,2440
syndrome,noun,hội chứng,Chronic fatigue syndrome makes simple activities difficult.,Hội chứng mệt mỏi kinh niên khiến những hoạt động đơn giản trở nên khó khăn.,(pathology) A recognizable pattern of symptoms or behaviours.,2441
pulsate,verb,rung,"As the object ascended, it was expanding and pulsating , but a decrease in brightness was not noted.","Khi vật thể vọt lên, nó như đang nở ra và rung lắc, nhưng sự giảm độ sáng đã không được ghi nhận.",To expand and contract rhythmically; to throb or to beat.,2442
irk,verb,làm khó chịu,You're beginning to irk me.,Ông đang bắt đầu làm tôi khó chịu đấy.,(transitive) to irritate; annoy; bother,2443
brute,adjective,kẻ vũ phu,Vester is a brute with no conscience.,"Vester là một kẻ vũ phu , không có lương tâm.",An animal destitute of human reason; any animal not human; especially a quadruped; a beast.,2444
severe,adjective,gay go,20 The disciple Stephen displayed tranquillity when enduring a severe test of his faith.,20 Môn đồ Ê-tiên biểu lộ sự bình tĩnh khi chịu thử thách gay go vì đức tin.,Very bad or intense.,2445
intimidate,verb,dọa,Who's intimidating to a guy who won the Nobel Prize?,Ai có thể đe dọa 1 người đã giành giải khôngbel?,"(transitive) To make timid or fearful; to inspire or affect with fear; to deter, as by threats; to dishearten; to abash.",2446
transpire,verb,diễn ra,Other key events transpired on that date in later years.,Những sự kiện quan trọng nhiều năm sau cũng diễn ra vào thời điểm đó.,"To give off (vapour, waste matter etc.); to exhale (an odour etc.). [from 16th c.]",2447
interject,verb,xen vào,Can I just interject something here?,Tôi có thể xen vào không?,(transitive) To insert something between other things,2448
plaintiff,noun,nguyên cáo,Unselfish Attitude of the Plaintiffs,Thái độ vị tha của nguyên cáo,(law) A party bringing a suit in civil law against a defendant; accusers.,2449
conveyor belt,noun,băng tải,All the boxes are still on the conveyor belt .,Tất cả các hộp đều đang trên băng tải .,"A continuous flexible band moved by a series of rollers to transport objects or material from one place to another, especially within a factory or mine.",2450
eventually,adverb,cuối cùng,"And once you start off like that, you eventually end up being able to dream in Vietnamese.","Một khi bạn bắt đầu như thế, bạn cuối cùng có thể mơ thành người Việt.",In the end.,2451
personnel,noun,biên chế,"The Italian Navy in 2008 had 35,200 active personnel with 85 commissioned ships and 123 aircraft.",Hải quân Ý vào năm 2008 có 35.200 quân nhân tại ngũ cùng với 85 tàu được biên chế và 123 máy bay.,employees; office staff,2452
descent,noun,dòng dõi,"The word “generation” may refer to one’s descent , or background.",Từ ngữ “ dòng dõi ” có thể ám chỉ nguồn gốc hay gốc gác của một người.,An instance of descending,2454
knoll,noun,gò,I remember this knoll over here.,Tôi nhớ có cái gò trên kia.,A small mound or rounded hill.,2455
hail,verb,gọi,"We're hailing them on every frequency and mode in the book, sir.","Chúng tôi đã gọi họ trên mọi tần số và chế độ theo quy định, thưa ngài.","Balls or pieces of ice falling as precipitation, often in connection with a thunderstorm.",2456
impressive,adjective,gây ấn tượng,How am I going to impress Tom?,Tôi sẽ gây ấn tượng với Tom bằng cách nào đây?,"Making, or tending to make, an impression; having power to impress; adapted to excite attention and feeling, to touch the sensibilities, or affect the conscience; as, an impressive discourse; an impressive scene.",2458
disperse,verb,giải tán,I'm certain it will disperse once his feet have stopped twitching.,TÔi chắc là họ sẽ giải tán ngay khi cái chân của hắn ngừng co giật.,"(transitive, intransitive) To scatter in different directions",2459
lopsided,adjective,không cân,Her face is all lopsided .,Gương mặt không cân xứng.,Not even or balanced; not the same on one side as on the other.,2460
impose,verb,áp đặt,"But I vowed to master the chaos, to impose order.","Nhưng tôi thề phải làm chủ sự hỗn loạn, áp đặt lệnh.",(transitive) to establish or apply by authority,2461
advisable,adjective,thích hợp,It advises us on the proper use of wealth.,Sách khuyên bảo chúng ta về cách sử dụng của cải một cách thích hợp .,(of a course of action) Worthy of being recommended; desirable.,2462
humanitarian,adjective,nhân đạo,Attacks on humanitarian aid workers are war crimes in international law.,Tấn công nhân viên cứu trợ nhân đạo là tội ác chiến tranh theo luật quốc tế.,"Concerned with people's welfare, and the alleviation of suffering; humane or compassionate.",2463
carefree,adjective,vô tư lự,"Monika grew up as a carefree , vibrant person with a cheerful disposition.","Monika lớn lên là người vô tư lự , sôi nổi đầy nghị lực và có tính tình vui vẻ.",Without cares; free of concern or worries; easy; casual; without difficulty.,2464
eclectic,adjective,trung hòa,to pursue ever more ambitious and eclectic objectives.,để theo đuổi hoài bão tương lai và chủ nghĩa trung hòa .,"Selecting a mixture of what appear to be best of various doctrines, methods or styles.",2465
sentimental,adjective,đa cảm,I wouldn't have thought Vesper the sentimental type.,Tôi không nghĩ Vesper lại là loại người đa cảm đấy.,"Characterized by sentiment, sentimentality or excess emotion.",2466
insular,noun,hòn đảo,"One instance that enraged the Insulares was the Franciscan takeover of Antipolo, the richest parish in the islands, which had been under the control of Philippine-born priests.","Một ví dụ mà tức giận các Insulares là Phanxicô tiến của giáo xứ giàu nhất trong các hòn đảo đã được đặt dưới sự Philippines-sinh linh mục, đó là Antipolo.","Of, pertaining to, being, or resembling an island or islands.",2467
precipitate,adjective,chất kết tủa,Most precipitation areas occur near frontal zones.,Hầu hết các vùng mưa xảy ra gần các vùng frông.,(transitive) To make something happen suddenly and quickly; hasten.,2468
voluble,adjective,lém,"And when my ritual began, this very voluble patient began to quiet down.","Và khi nghi lễ của tôi bắt đầu, bệnh nhân nói nhiều này bắt đầu im tiếng dần.",(botany) twisting and turning like a vine,2469
unexceptionable,adjective,không thể bác được,"You give logical, unexceptionable answers, but the tone - indeed the monotone which is a bit boring - with which you answer perplexes me a bit.","Những câu trả lời của em bình thường, hợp lý, nhưng cái giọng, đúng ra là cái giọng đều đều nghe hơi chán khiến cho tôi hơi khó hiểu.",Beyond reproach; unimpeachable,2470
remonstrance,noun,sự can gián,"After that act, they were called Remonstrants .","Sau hành động ấy, họ bị gọi là Những Người Phản Đối .","A remonstration; disapproval; a formal, usually written, protest or objection.",2471
auspicious,adjective,thuận lợi,"But still, not a particularly auspicious start for either of your kids at Lakeside.",Nhưng đây vẫn không phải là khởi đầu thuận lợi cho cả hai con bà ở Lakeside này.,Of good omen; indicating future success.,2472
engender,verb,sinh ra,"The sin is the pride, the arrogance, the confidence in self that gaining wealth can engender .","Nhưng tội ở chỗ tự cao, kiêu ngạo, cậy mình, là những tật mà bởi sự làm giàu sinh ra .","(obsolete, transitive) To beget (of a man); to bear or conceive (of a woman). [14th-19th c.]",2473
maxim,noun,cách ngôn,The way of the Lord is best defined by a different maxim : “Believing is seeing.”,Cách thức của Chúa được định nghĩa rõ nhất bởi một câu cách ngôn khác: “Tin rồi sẽ thấy”.,(now rare) A self-evident axiom or premise; a pithy expression of a general principle or rule.,2474
affectation,noun,sự giả bô,Satan understands that how we think affects the way we act.,Sa-tan hiểu rõ rằng tư tưởng chi phối hành động của chúng ta.,An attempt to assume or exhibit what is not natural or real; false display; artificial show.,2475
gentry,noun,ghuộm hạng người,I understand you’re of the local gentry .”,Tôi biết cô thuộc tầng lớp quý tộc nhỏ ở địa phương.”,Birth; condition; rank by birth.,2476
limpid,adjective,trong suốt,Caroline turned limpid eyes to her husband.,Caroline đưa đôi mắt trong sáng về phía chồng cô.,"Clear, transparent or bright.",2477
aquiline,adjective,chim ưng,"He was a remarkably handsome man, dark, aquiline , and moustached -- evidently the man of whom I had heard.","Ông là một người đàn ông đáng kể đẹp trai, tối, chim ưng , và moustached - rõ ràng người đàn ông mà tôi đã nghe.","of, pertaining to, or characteristic of eagles.",2478
enervate,adjective,yếu ớt,"‘She is stuck in her enervating slumbers, from the hesternal dissipation or debauch,’ Daffy said.","“Nó đang bị mắc kẹt trong mấy giấc ngủ mỏi mệt, vì vẫn còn vương vấn chuyện của ngày hôm qua đấy,” Daffy nói.",(transitive) To reduce strength or energy; debilitate.,2479
apoplectic,adjective,ngập máu,On 23 January 1904 he suffered an apoplectic stroke and died the next day at Ballenstedt castle.,"Vào ngày 23 tháng 1 năm 1904, Quận công bị ngập máu và ngày hôm sau ông từ trần tại lâu đài Ballenstedt.","Of, or relating to apoplexy.",2480
circumspect,adjective,thận trọng,One should approach it with extreme circumspection .,Mọi người khi đến gần nó đều phải thận trọng tối đa.,Carefully aware of all circumstances; considerate of all that is pertinent.,2481
recreant,adjective,hèn nhát,"Demetrius sent him in 161 BCE to Judea with a large army, in order to invest the recreant Alcimus with the office of high priest (I Macc. vii.",Demetrius phái ông đến Judea vào năm 161 TCN với một đội quân lớn để khôi phục cho tên phản bội Alcimos với cùng với chức giáo sĩ tối cao(I Macc vii..,"disloyal, unfaithful, surrendering allegiance.",2482
dearth,noun,sự khan hiếm,"First of all, there's a real dearth of data in the debate.","Trước hết, đó là một sự khan hiếm thực tế về dữ liệu trong các cuộc tranh luận.",(Can we clean up(+)this sense?) A period or condition when food is rare and hence expensive; famine.,2483
beset,verb,bao vây,"Beset means to surround or press in on all sides, to trouble, or to harass.","Quấy nhiễu có nghĩa là bao vây hoặc thúc ép mọi phía, gây phiền hà, hay quấy rầy.",(transitive) To surround or hem in,2484
wayward,adjective,ương ngạnh,From what may parents of wayward children draw comfort?,Cha mẹ của những người con ương ngạnh có thể tìm được sự an ủi từ đâu?,"given to wilful, perverse deviation from the expected norm; tending to stray",2485
corpulence,noun,sự to béo,"Corpulence makes a man reasonable, pleasant and phlegmatic.","Sự béo lên làm con người ta biết phải trái, vui vẻ và uể oải.",The state or characteristic of being corpulent.,2486
benignant,adjective,lành,"Kidney and liver cysts are both benign , and the lymph nodes all came back clean.","U nang ở thận và gan đều là u lành , và các u bạch cầu đều sạch.",(now rare) Kind; gracious; favorable.,2487
gird,verb,thắt,"When it cannot take a long breath, laws are girded too tight.","Khi mà nó không thể hít thở sâu, luật đang bị thắt quá chặt.",(transitive) To bind with a flexible rope or cord.,2488
jaunty,adjective,vui nhộn,"Recent releases of Ubuntu, such as Ubuntu 9.04 ( Jaunty Jackalope) included five applications for package management which consumed space and other resources, as well as provide confusion to users.","Các bản phát hành khi đó của Ubuntu, ví dụ như Ubuntu 9.04 ( Jaunty Jackalope)]] bao gồm năm ứng dụng cho quản lý gói và tiêu tốn không gian và các nguồn lực khác cũng như gây ra sự nhầm lẫn cho người dùng.","Airy; showy; finical; hence, characterized by an affected or fantastical manner.",2489
meekness,noun,tính hiền lành,The Meek Shall Inherit the Earth,Người nhu mì sẽ hưởng được đất,the quality of being meek,2490
edification,noun,sự khai trí,Edification .,Khai trí ?,"The act of edifying, or the state of being edified; a building up, especially in a moral, emotional, or spiritual sense; moral, intellectual, or spiritual improvement; through encouragement and instruction.",2491
placid,adjective,điềm tĩnh,Lake Placid hosted the Winter Olympics in 1932 and 1980.,Lake Placid từng tổ chức Thế vận hội Mùa đông 1932 và 1980.,calm and quiet; peaceful; tranquil,2492
urbane,adjective,thiệp,"Minnesota's population continues to grow, primarily in the urban centers.","Dân số Minnesota đang tiếp tục phát triển, chủ yếu ở vùng đô thị .","(of a man) Courteous, polite, refined, and suave.",2493
heresy,noun,dị giáo,And what good is your word when I'm burnt for heresy ?,Và có gì hay khi ta dính vào kẻ dị giáo chứ?,"(religion) A doctrine held by a member of a religion at variance with established religious beliefs, especially dissension from Roman Catholic dogma.",2494
precept,verb,mệnh lệnh,ADDITIONAL PRECEPTS THAT PROMOTE SUCCESS,NHỮNG NGUYÊN TẮC KHÁC GIÚP THÀNH CÔNG,"A rule or principle, especially one governing personal conduct.",2495
retiring,adjective,khiêm tốn,Your shy and retiring bride-to-be is getting antsy!,"Cô dâu sáng choi, khiêm tốn của chàng thực sự lo lắng rồi đây.",About to retire.,2496
judicious,adjective,khôn,"20 Hence, the judicious parent maintains the right to make final decisions about recreation.","20 Vì thế, cha mẹ khôn ngoan phải giữ quyền quyết định tối hậu về vấn đề giải trí.","Having, or characterized by, good judgment or sound thinking",2497
brazen,adjective,trơ tráo,"Their works include “loose conduct,” which is a brazen disregard for high moral principles.","Việc làm của họ bao gồm “sự buông-tuồng”, trơ tráo coi thường những tiêu chuẩn đạo đức cao.","Impudent, immodest, or shameless.",2498
quack,adjective,quác,"You quack , people shoot at you.",Anh kêu quang quác thì mọi người chĩa súng vào anh.,The sound made by a duck.,2499
scrutiny,verb,sự nhìn chăm chú,And this is the object of their scrutiny .,Và đây là đối tượng mà các nhà khoa học nghiên cứu cẩn thận .,Intense study of someone or something.,2500
intimation,noun,sự báo cho biết,Intimate ?,Gần gũi ?,"The act of intimating; also, the thing intimated.",2501
dereliction,noun,sự bỏ rơi,Frightened bilge rats aboard a derelict ship?,"Một lũ chuột hèn nhát, hoảng loạn trên một con tàu vô tổ chức sao?",willful neglect of one's duty,2502
consign,verb,gởi,I'm talking consignment .,Tôi đang nói tới giao dịch hàng hóa .,"(transitive, business) To transfer to the custody of, usually for sale, transport, or safekeeping.",2503
recourse,verb,người trông cậy,You give me no recourse .,Anh không cho tôi đòi lại àh,The act of seeking assistance or advice.,2504
redress,verb,đền bù,Agents can be fined if they are not a member of a redress scheme.,Đại lý có thể bị phạt nếu họ không phải là thành viên của chương trình khắc phục .,To put in order again; to set right; to emend; to revise.,2505
dint,verb,vết đòn,"Dinting his breast, had bred his restless paine,","Dinting vú của mình, đã nuôi paine không ngừng nghỉ của mình,","(obsolete) A blow, stroke, especially dealt in a fight.",2506
chattel,noun,động sản,"In England a parliamentary statute was enacted, which ordered that “whoever read the Scriptures in English should forfeit land, chattels , goods, and life . . . and that, if they continued obstinate, or relapsed after being pardoned, they should first be hanged for treason against the king, and then burned for heresy against God.”","Ở Anh Quốc một sắc luật quốc hội được ban hành, với lệnh là “bất cứ ai đọc Kinh Thánh bằng tiếng Anh ắt sẽ bị tịch thu đất đai, động sản , tài sản và ngay cả mạng sống cũng bị de dọa... nếu như cứ tiếp tục ngoan cố hoặc tái phạm sau khi đã được ân xá, trước nhất phải bị treo cổ vì tội phản bội nhà vua, rồi bị thiêu vì tội dị giáo nghịch lại Chúa”.",Commonly used to describe the treatment of Russian serfs as property.,2507
allay,verb,làm bớt,Prayer Helps to Allay Anxiety,Cầu nguyện giúp giảm bớt lo lắng,(transitive) To make quiet or put at rest; to pacify or appease; to quell; to calm.,2508
expediency,noun,expedient,They saw this as a more expedient way to get results.,Họ xem đây là cách hữu hiệu và nhanh đạt kết quả hơn.,(uncountable) The quality of being fit or suitable to effect some desired end or the purpose intended; suitability for particular circumstance or situation.,2509
glutinous,adjective,dính như keo,Your glutinous rice is amazing.,Món cơm nếp của ông rất là tuyệt.,"glue-like, sticky, viscid.",2510
implacable,adjective,khắt khe,"That your resentment, once created, was implacable .",Và khi anh đã phật ý thì không gì xoa dịu được.,Not able to be placated or appeased.,2511
remand,verb,göûi traû laïi,Please remand Mr. Fisher into custody.,Vui lòng đưa anh Fisher về trại giam.,The act of sending an accused person back into custody whilst awaiting trial.,2512
contrivance,noun,sự trù tính,"Their peace is a gift from God, not something contrived by humans.","Hòa bình của họ là một sự ban cho của Đức Chúa Trời, chứ không phải do con người tạo nên.",a (mechanical) device to perform a certain task,2514
fetter,noun,cùm,"As a man in fetters cannot escape his punishment, so the young man is drawn into sin.","Như người bị cùm không thoát nổi hình phạt, chàng thanh niên bị kéo đến tội lỗi.",A chain or similar object used to bind a person or animal by its legs (usually in plural).,2515
liege,adjective,quan,"They have a coffin with them, my liege .","Họ đem theo một chiếc quan tài, thưa chủ nhân.","A free and independent person; specifically, a lord paramount; a sovereign.",2516
tourney,verb,đấu thương trên ngựa,It's the county paint ball tourney .,Giải chia đội bắn nhau của hạt đấy .,tournament,2517
dais,noun,bệ,"""""""Yes, sire, to- day is the 20th of September; the échevins of the city give a fête on the 3rd of October.""","- Vâng, tâu Bệ hạ, hôm nay là 20 tháng chín, các thẩm phán của thành phố tổ chức một ngày hội ngày 3 tháng mười.",A raised platform in a room for dignified occupancy.,2518
layman,noun,thường dân,"According to Lambert, their form of worship “was, in effect, the religion of the ordinary layman .”","Theo Lambert, cách thờ phượng của họ “trên thực tế là tín ngưỡng của thường dân ”.","layperson, someone who is not an ordained cleric or member of the clergy",2519
anon,adjective,không bao lâu nữa,""" Anon attacking me for reverting. """,""" Anon tấn công tôi để trở lại """,(obsolete) Straightway; at once.,2520
trifle,verb,bánh xốp kem,I wasn't supposed to put beef in the trifle .,Mình không được cho thịt bò vào bánh xốp kem !,"An English dessert made from a mixture of thick custard, fruit, sponge cake, jelly and whipped cream.",2521
courtly,adjective,nhã nhặn,This is about as courtly as they get.,Nói thế là lịch sự rồi đấy.,"Suitable for a royal court; refined, dignified.",2522
severally,adverb,riêng biệt,almost like several independent events were superimposed on top of each other.,tương tự nhiều sự kiện riêng biệt bị xếp chồng lẫn nhau.,separately,2523
raiment,noun,quần áo,""" Oh, well, put out rich raiment of sorts, and I'll be dressing. """,""" Oh, tốt, đưa ra y phục phong phú của các loại, và tôi sẽ được mặc quần áo . ""","(archaic or literary) Clothing, garments, dress, material.",2524
burgeon,verb,đâm chồi,DJ: There's a burgeoning bone trade.,DJ: Giao dịch buôn bán xương hiện nay đang phát triển.,"(obsolete) bud, sprout, shoot",2525
wend,verb,đi,"When the pioneers sang, they voiced a third lesson: “But with joy wend your way.”","Khi những người tiền phong cất tiếng hát, họ đã bày tỏ một bài học thứ ba: “Với niềm vui, ta cùng đi .”",(transitive or intransitive) To go or proceed along some course or way.,2526
bode,verb,báo trước,What development bodes ill for the city?,Diễn tiến nào báo trước điều chẳng lành cho thành?,A stop; a halting; delay.,2527
assay,verb,thử,"a fantastic assay to discover drugs,",một thử nghiệm tuyệt vời để khám phá thuốc,"trial, attempt, essay.",2528
doublet,noun,bộ đôi,""" What do you think of my doublet ? "" I asked.",""" Cậu nghĩ gì về chiếc áo chẽn của tôi? "" - tôi hỏi.","a man’s close-fitting jacket, with or without sleeves. Men in Europe wore doublets from the 1400s to the 1600s.",2529
betide,Verb,xảy đến,But woe betide Israel if they failed to ‘carry out all the words of the law and to fear the glorious and awe-inspiring name of Jehovah God’! —Joshua 8:32-35.,Nhưng khốn thay cho dân Y-sơ- ra -ên nếu họ không “cẩn-thận làm theo các lời của luật-pháp nầy... không kính-sợ danh vinh-hiển và đáng sợ nầy là Giê-hô-va Đức Chúa Trời ngươi” (Giô-suê 8:32-35).,(transitive) To happen to.,2530
popinjay,noun,chim gõ kiến,Who's the popinjay ?,Thằng cà chớn nào vậy ?,"A strutting supercilious person; a coxcomb, dandy, fop.",2531
preen,verb,rỉa,"Yeah, but he's also a showman who loves preening for the press.","Nhưng anh ta cũng là một ông bầu, thích rỉa lông cho báo chí.","(of birds) To groom; to trim or dress with the beak, as the feathers.",2532
circlet,noun,xuyến,Or “ circlets .”,Hay “ vòng ”.,A crown without arches or a covering.,2533
betoken,verb,báo hiệu,What does this betoken for false religion?,Hiện trạng này báo trước điều gì về tôn giáo giả?,Signify by some visible object; show by signs or tokens.,2534
unsullied,adjective,không hoen,"(Matthew 24:14; Mark 13:10) Our sincere, heartfelt desire as Jehovah’s Witnesses is to maintain our integrity unsullied throughout all eternity, to the everlasting glory and vindication of the Universal Sovereign, Jehovah God, and under the royal rulership of his only-begotten Son, Jesus Christ.","Sự ước muốn chân thật, từ trong lòng của chúng ta với tư cách Nhân-chứng Giê-hô-va là gìn giữ lòng trung kiên không hoen ố của chúng ta cho đến đời đời, để vĩnh viễn làm vinh hiển và bênh vực cho Đấng Chủ tể của vũ trụ là Giê-hô-va Đức Chúa Trời và sống dưới sự cai trị của Con một của Ngài là Giê-su Christ.",Not sullied.,2535
vaunt,noun,khoác lác,Do not now raise vaunted concerns now.,Đừng có lên giọng khoác lác nói quân tâm bây giờ.,(intransitive) To speak boastfully.,2537
dale,noun,thung lũng,"The word ""Dalarna"" means ""the dales "" (valleys).","Từ ""Dalarna"" có nghĩa là "" thung lũng "".",(UK) a valley in an otherwise hilly area.,2538
bray,verb,giã,The donkey is braying .,Con lừa đang kêu be be.,"Of a donkey, to make its cry.",2539
harry,verb,làm phiền,"We don't bother them nor Sir Harry Percival, and they don't bother us.","Chúng tôi không làm phiền họ cũng như ngài Percival, và họ không làm phiền chúng tôi.",(transitive) To bother; to trouble.,2540
eaves,noun,mái hiên,"Inhabitants of Jerusalem were familiar with swallows, which customarily build their nests under the eaves of buildings.","Người dân Giê-ru-sa-lem quen thuộc với chim én, là loài thường làm tổ dưới mái hiên nhà.",The underside of a roof that extends beyond the external walls of a building,2541
parley,verb,cuộc thương lượng,"Marshal Cogburn, I welcome the chance for a private parley .","Ông Cogburn, tôi muốn có 1 cuộc thương lượng riêng.","A conference, especially one between enemies.",2542
decry,verb,chê bai,"He decried it as a criminal act, but was overruled.","Ông ấy cho đó là 1 tội ác, nhưng bị bác bỏ",(transitive) To denounce as harmful.,2543
demur,verb,chần chừ,"Röhm demurred , telling them, ""If I am to be killed, let Adolf do it himself.""","Ông nói : “Nếu muốn giết tôi, hãy để cho Adolf tự làm việc này.”",Stop; pause; hesitation as to proceeding; suspense of decision or action; scruple.,2544
disport,Verb,chơi đùa,"As the paleontologist George Gaylord Simpson put it, paleontologists believed that ""a geneticist was a person who shut himself in a room, pulled down the shades, watched small flies disporting themselves in milk bottles, and thought that he was studying nature.""","Theo như nhà cổ sinh vật học George Gaylord Simpson đã nói thì các nhà cổ sinh vật học đều cho rằng ""một nhà di truyền học là một người tự đóng cửa nhốt mình trong một căn phòng, kéo rèm cửa xuống rồi ngồi nhìn những con ruồi nhỏ nhảy múa với nhau trong những chai sữa, và cứ nghĩ rằng mình đang nghiên cứu về tự nhiên.""",to amuse oneself divertingly or playfully; to cavort or gambol,2545
ado,noun,công sức,"So please, without further ado .","Vì vậy, không vẽ vời nữa.","To do; in doing; as, there is nothing ado.",2546
heath,noun,bãi hoang,"""'Twas first light when I saw her face upon the heath ,",""" Là ánh sáng lần đầu khi tôi nhìn thấy nàng ở bãi hoang , """,Any small evergreen shrub of the genus Erica.,2547
quarry,verb,mỏ đá,"Yeah, but did you everjump off Suicide 35 at the quarry ?","Ừ, nhưng có phải cậu từng nhảy xuống Suicide 35 tại mỏ đá phải không?","A site for mining stone, limestone or slate.",2548
sinew,noun,gân,"+ 32 That is why to this day the sons of Israel are not accustomed to eat the thigh sinew ,* which is on the socket of the hip joint, because he touched the socket of Jacob’s hip joint by the thigh sinew .","+ 32 Thế nên đến nay, con cháu Y-sơ-ra-ên có lệ không ăn gân đùi ở khớp hông vì vị ấy đã đụng đến khớp hông của Gia-cốp, chỗ gân đùi.",(anatomy) A tendon.,2549
hew,verb,chặt,"Closely hewing to the familiar visual style of Warcraft II: Tides of Darkness, the build received much criticism from industry press, prompting a redesign of the game engine and an overhaul of the races' respective visual designs.","Gắn liền chặt chẽ với phong cách hình ảnh quen thuộc của Warcraft II, bản xây dựng nhận được nhiều chỉ trích từ ngành công nghiệp báo chí, khiến cho việc thiết kế lại của các công cụ trò chơi, sửa chữa lớn các thiết kế hình ảnh tương ứng của các chủng tộc .",(transitive) To chop away at; to whittle down; to mow down.,2550
duly,adverb,đủ,"This tied to the ""rust hail tenure"", under which the tenants, instead of paying rent, were obliged to equip and maintain a cavalry soldier and horse; while the knekthållare supplied duly equipped foot soldiers.","Điều này gắn liền với ""nhiệm kỳ mưa đá"", theo đó người thuê, thay vì trả tiền thuê nhà, có nghĩa vụ phải trang bị và duy trì một người lính kỵ binh và ngựa; trong khi knekthållare cung cấp binh lính chân được trang bị đầy đủ .","In a due, fit, or becoming manner; as it ought to be; properly.",2551
aver,Verb,chứng minh,Chanel's fashion house avers there is no evidence that any affair between Chanel and Stravinsky ever occurred.,Ngôi nhà thời trang của Chanel không có dấu hiệu cho thấy có mối quan hệ tình cảm giữa Chanel và Stravinsky từng xảy ra.,"(obsolete) Possessions, property, belongings, wealth.",2552
babel,noun,kế hoạch ảo tưởng,Why do people reject the Babel account?,Tại sao người ta bác bỏ lời tường thuật về tháp Ba-bên ?,A place or scene of noise and confusion.,2553
ordained,adjective,được phong chức,Marriage and family are ordained of God.,Hôn nhân và gia đình là do Thượng Đế quy định .,Established by authority.,2554
garb,noun,quần áo,What did the purple triangle on their prison garb signify?,Tam giác tím thêu trên quần áo tù nhân có nghĩa gì?,(transitive) To dress in garb.,2555
buxom,adjective,đẫy đà,Mostly the ones of the buxom ladies that hang above saloon bars.,Phần lớn là những quý nàng đẫy đà được treo trên quầy rượu hạng sang.,"(of a woman) Having a full, voluptuous figure, especially possessing large breasts.",2556
swathe,verb,quần băng,Perhaps a swath of your good fortune will rub off upon me.,Biết đâu lại được thơm lây,A bandage; a band;,2557
befall,verb,xảy đến,"Well, accidents tend to befall people who are too curious.",Tai nạn có khuynh hướng xảy đến với những ai quá tò mò.,(intransitive) To happen.,2558
squire,verb,chăm nom,Get my squire !,Gọi lính hầu của ta!,A shield-bearer or armor-bearer who attended a knight.,2559
knave,noun,quân J,Pig and a knave .,Con heo và kẻ ở đợ .,"A tricky, deceitful fellow; a dishonest person; a rogue; a villain.",2561
border,verb,biên,"In the middle of that, the border crossing.","Ngay giữa đó, là đường băng qua biên giới.",The outer edge of something.,2562
