Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link,ID
The Losers Club,,Alec starts a club that he hopes no one will join — but ends up making unexpected connections with his classmates.,https://cdn.vocabulary.com/units/sdm4zbht/cover.jpeg?width=220&v=17493872176,https://www.amazon.com/dp/039955758X?tag=vocabulary01-20,Andrew Clements,Grade 5,/lists/sdm4zbht/losers-club,1278
To All the Boys I've Loved Before,,"Sixteen-year-old Lara Jean writes letters to the boys for whom she has romantic feelings — letters she never intends to send. When someone starts secretly mailing the letters out, Lara Jean and one of the recipients, Peter, decide to team up and fake a relationship to make their current crushes jealous.",https://cdn.vocabulary.com/units/set5ajhr/cover.jpg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/1442426713?tag=vocabulary01-20,Jenny Han,Literature,/lists/set5ajhr/to-all-the-boys-ive-loved-before,1279
The List of Things That Will Not Change,,"As her dad prepares to remarry, twelve-year-old Bea reflects on her parents divorce and looks forward to developing a relationship with her new stepsister.",https://cdn.vocabulary.com/units/sfut73ce/cover.jpeg?width=220&v=17352c170fc,https://www.amazon.com/dp/1101938099?tag=vocabulary01-20,Rebecca Stead,Literature,/lists/sfut73ce/list-of-things-that-will-not-change,1280
Long Walk to Freedom,,"In this autobiography, the South African president describes his childhood, education, and the battles against Apartheid that led to his imprisonment for nearly thirty years.",https://cdn.vocabulary.com/units/shew5hx2/cover.jpeg?width=220&v=189c121f67c,https://www.amazon.com/dp/0316548189?tag=vocabulary01-20,Nelson Mandela,"Grade 12,Non-Fiction",/lists/shew5hx2/long-walk-to-freedom,1281
Rickshaw Girl,,"In a small Bangladeshi village where only boys are expected to earn money, ten-year-old Naimi disguises herself as a boy so she can get a job to help her struggling family.",https://cdn.vocabulary.com/units/si5gqery/cover.jpeg?width=220&v=181dee59821,https://www.amazon.com/dp/1580893090?tag=vocabulary01-20,Mitali Perkins,Literature,/lists/si5gqery/rickshaw-girl,1282
The Wild Robot,,A robot named Roz attempts to make a home for herself on an island inhabited only by wild animals.,https://cdn.vocabulary.com/units/sisqkbab/cover.jpeg?width=220&v=16c2fef3a9e,https://www.amazon.com/dp/0316381993?tag=vocabulary01-20,Peter Brown,"Grade 5,Literature",/lists/sisqkbab/wild-robot,1283
The Scorpio Races,,"Each year, residents of Thisby race the violent water horses that live in the sea around their island. Sean hopes that winning will enable him to buy the horse he loves; Puck hopes that winning will allow her to save her home and keep her family together. But surviving the brutal competition will prove more challenging than either of them expected.",https://cdn.vocabulary.com/units/sjj3gdys/cover.jpeg?width=220&v=16d06c9697d,https://www.amazon.com/dp/0545224918?tag=vocabulary01-20,Maggie Stiefvater,Literature,/lists/sjj3gdys/scorpio-races,1284
Hanged!,Mary Surratt & the Plot to Assassinate Abraham Lincoln,"This nonfiction narrative highlights the controversies surrounding the court-martial and hanging of boardinghouse owner Mary Surratt, who was convicted for being a part of the treasonous post-Civil War conspiracy to assassinate key members of the victorious government led by President Abraham Lincoln.",https://cdn.vocabulary.com/units/sjkakvsk/cover.jpg?width=220&v=194700c13af,https://www.amazon.com/dp/B09RPBP6GK?tag=vocabulary01-20,Sarah Miller,Non-Fiction,/lists/sjkakvsk/hanged,1285
Eleven,,"Alex loves planes and dreams of getting a dog for his birthday. But September 11th, 2001—Alex's 11th birthday—becomes a day when he will experience both tragedy and hope.",https://cdn.vocabulary.com/units/sk3555hi/cover.jpeg?width=220&v=16d50468e62,https://www.amazon.com/dp/099118100X?tag=vocabulary01-20,Tom Rogers,"Grade 5,Grade 6,Literature",/lists/sk3555hi/eleven,1286
Girl in the Blue Coat,,"As World War II rages, Hanneke is hired to find a Jewish teenager who disappeared from the house in which she was hiding. In the course of her search, Hanneke is drawn into the Dutch resistance movement secretly fighting the Nazis.",https://cdn.vocabulary.com/units/skhioupq/cover.jpeg?width=220&v=16c4f4a49ae,https://www.amazon.com/dp/0316260630?tag=vocabulary01-20,Monica Hesse,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/skhioupq/girl-in-the-blue-coat,1287
Project Mulberry,,Seventh graders Julia and Patrick try to win a prize at the state fair by raising silkworms.,https://cdn.vocabulary.com/units/skid53dq/cover.jpg?width=220&v=17c9ee78f67,https://www.amazon.com/dp/0544935217?tag=vocabulary01-20,Linda Sue Park,Literature,/lists/skid53dq/project-mulberry,1288
Ripped from the Headlines: December 2022,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/sl5wquhr/feature.png?width=500&v=18c44c0827d,,,Events,/lists/sl5wquhr/ripped-from-the-headlines-december-2022,1289
The Diviners,,"In this first book of the series, seventeen-year-old Evangeline O’Neill is enjoying life in 1920s New York City, until her museum curator uncle is called in to consult on a murder and she realizes that her ability to read objects could be helpful.",https://cdn.vocabulary.com/units/smdl52ai/cover.png?width=220&v=18a46e8a75f,,Libba Bray,Literature,/lists/smdl52ai/diviners,1290
Native Son,,"This controversial novel explores the ways that poverty, racism, and hardship lead a young man to commit a shocking act of violence.",https://cdn.vocabulary.com/units/sn3gez3c/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/006083756X?tag=vocabulary01-20,Richard Wright,Literature,/lists/sn3gez3c/native-son,1291
When Sea Becomes Sky,,"On Pelican Island, where both developers and a drought are threatening the Carolina salt marsh, twelve-year-old Rebecca (Bex) Wheeler discovers a statue, whose mystery distracts her from family troubles.",https://cdn.vocabulary.com/units/sn3mu7ws/cover.png?width=220&v=1911381469f,https://www.amazon.com/dp/1547610859?tag=vocabulary01-20,Gillian McDunn,Literature,/lists/sn3mu7ws/when-sea-becomes-sky,1292
The Ogress and the Orphans,,"After an ogress is accused of abducting the children of Stone-in-the-Glen, a group of orphans try to save her and convince the townspeople of her good nature.",https://cdn.vocabulary.com/units/snjmhcwh/cover.jpg?width=220&v=1848d083945,https://www.amazon.com/dp/1643750747?tag=vocabulary01-20,Kelly Barnhill,Literature,/lists/snjmhcwh/ogress-and-the-orphans,1293
Prometheus Unbound,,"First published in 1820, this lyrical drama tells the story of how Prometheus is freed from his imprisonment after he defies the gods by giving fire to humans.",https://cdn.vocabulary.com/units/sokvw2ms/cover.jpeg?width=220&v=1803cd4c4e2,https://www.amazon.com/dp/0615149758?tag=vocabulary01-20,Percy Bysshe Shelley,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/sokvw2ms/prometheus-unbound,1294
Holding Up the Universe,,Two struggling teenagers form a powerful bond during group counseling sessions.,https://cdn.vocabulary.com/units/sol5snmq/cover.jpeg?width=220&v=17791abff20,https://www.amazon.com/dp/0385755953?tag=vocabulary01-20,Jennifer Niven,Literature,/lists/sol5snmq/holding-up-the-universe,1295
Harry Potter and the Prisoner of Azkaban,,"As he begins his third year at Hogwarts, Harry learns that the notorious Sirius Black has escaped from prison — and might be after Harry. Learn these words from the third novel in J.K. Rowling's wildly popular fantasy series.",https://cdn.vocabulary.com/units/solgvxqf/cover.jpeg?width=220&v=16ddb88c97c,https://www.amazon.com/dp/0439136369?tag=vocabulary01-20,J.K. Rowling,Literature,/lists/solgvxqf/harry-potter-and-the-prisoner-of-azkaban,1296
Courage to Soar,"A Body in Motion, A Life in Balance","In this autobiography, cowritten with Michelle Burford, decorated gymnast Simone Biles recounts her path to becoming an Olympic gold medalist.",https://cdn.vocabulary.com/units/speqquyd/cover.jpeg?width=220&v=1700cea13cd,https://www.amazon.com/dp/031075948X?tag=vocabulary01-20,Simone Biles,"Literature,Non-Fiction",/lists/speqquyd/courage-to-soar,1297
"Love, Ruby Lavender",,"When her grandmother Miss Eula leaves Mississippi for the summer, nine-year-old Ruby Lavender misses their adventures, so they write letters to continue sharing their lives.",https://cdn.vocabulary.com/units/sqat4utc/cover.png?width=220&v=1870f5754ce,https://www.amazon.com/dp/0152054782?tag=vocabulary01-20,Deborah Wiles,"Grade 5,Literature",/lists/sqat4utc/love-ruby-lavender,1298
The Call of the Wild,,"In this action-packed adventure story, a domesticated dog must shed his civilized ways to become a proper sled dog during the Yukon Gold Rush. Read the full text here.",https://cdn.vocabulary.com/units/sqaxnmsq/cover.jpeg?width=220&v=16c25019ae1,https://www.amazon.com/dp/0486264726?tag=vocabulary01-20,Jack London,"Grade 6,Grade 7,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/sqaxnmsq/call-of-the-wild,1299
The Iliad,,"Translated from the original Greek by Robert Fagles, this epic poem relates events from the Trojan War, including the exploits of Achilles.",https://cdn.vocabulary.com/units/srd5c4zc/cover.jpg?width=220&v=178ef8934dd,https://www.amazon.com/dp/0140445927?tag=vocabulary01-20,Homer,Literature,/lists/srd5c4zc/iliad,1300
The Alchemist,,Santiago is a young Andalusian shepherd whose desire for a different life leads him on a journey of self-discovery.,https://cdn.vocabulary.com/units/ssbjvmt2/cover.jpeg?width=220&v=16c30144242,https://www.amazon.com/dp/0062315005?tag=vocabulary01-20,Paolo Coelho,"Grade 10,Literature",/lists/ssbjvmt2/alchemist,1301
The ACT Science Test,,"The ACT Science Test will test your understanding of the methods and procedures of scientific experimentation, your ability to analyze scientific information, and your ability to interpret and make inferences about data. The Science Test will not directly test your recall of specific facts or vocabulary. However, familiarity with basic terms and concepts in various scientific disciplines will help ensure that you understand the information presented in passages, charts, and graphs. To help you prepare, we've compiled fundamental terms from each of the major scientific disciplines covered on the exam.",https://cdn.vocabulary.com/units/ssoewjaf/feature.png?width=500&v=1773ee5f438,,,"Grade 11,Grade 12,Test-Prep",/lists/ssoewjaf/act-science-test,1302
Little Rock Girl 1957,How a Photograph Changed the Fight for Integration,"Journalist Shelley Tougas considers the fight to integrate Little Rock Central High School through the lens of a single photograph taken on September 4, 1957.",https://cdn.vocabulary.com/units/stan5rzi/cover.jpg?width=220&v=17406cdf1db,https://www.amazon.com/dp/0756545129?tag=vocabulary01-20,Shelley Marie Tougas,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/stan5rzi/little-rock-girl-1957,1303
Ripped from the Headlines: June 2022,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/stlsgkzx/feature.png?width=500&v=1889bdca5f2,,,Events,/lists/stlsgkzx/ripped-from-the-headlines-june-2022,1304
Hide and Seeker,,"While playing a game of hide and seek at their friend Zee's welcome home party, Justin and his friends get pulled into a shadowy world. They have to confront their worst nightmares as they try to escape the Seeker monster and find their way home.",https://cdn.vocabulary.com/units/sudtqdtl/cover.jpeg?width=220&v=1828d4537aa,https://www.amazon.com/dp/133858362X?tag=vocabulary01-20,Daka Hermon,Literature,/lists/sudtqdtl/hide-and-seeker,1305
We Are Not from Here,,Three desperate teens make a perilous journey from Guatemala in hopes of finding safety in the United States.,https://cdn.vocabulary.com/units/sw5yxoyv/cover.jpeg?width=220&v=17411fa11e0,https://www.amazon.com/dp/1984812262?tag=vocabulary01-20,Jenny Torres Sanchez,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/sw5yxoyv/we-are-not-from-here,1306
The Innocents Abroad,,"In this travelogue, Twain recounts his journey through Europe and the Holy Land.",https://cdn.vocabulary.com/units/sw7iz42d/cover.jpeg?width=220&v=17d6c7c1eae,https://www.amazon.com/dp/1948132087?tag=vocabulary01-20,Mark Twain,Non-Fiction,/lists/sw7iz42d/innocents-abroad,1307
How I Live Now,,"When war breaks out, Daisy and her cousins find themselves isolated at a farm in the English countryside. Their bond becomes unbreakable, but nothing can stop the terrible reality of the war from seeping in.",https://cdn.vocabulary.com/units/sx4ug4ch/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0553376055?tag=vocabulary01-20,Meg Rosoff,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/sx4ug4ch/how-i-live-now,1308
All My Rage,,Noor and Sal — two Pakistani American teenagers living in a small town — are falling in love as they struggle with difficult family issues.,https://cdn.vocabulary.com/units/sxbfvwmr/cover.png?width=220&v=1848d0b70b3,https://www.amazon.com/dp/0593202341?tag=vocabulary01-20,Sabaa Tahir,Literature,/lists/sxbfvwmr/all-my-rage,1309
Proud,,"Fencer Ibtihaj Muhammad was the first Muslim American woman to win an Olympic medal. In this memoir, she chronicles her unlikely and often difficult rise to the top in her sport.",https://cdn.vocabulary.com/units/syfhnman/cover.jpg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0316477001?tag=vocabulary01-20,Ibtihaj Muhammad,"Literature,Non-Fiction",/lists/syfhnman/proud,1310
The Wednesday Wars,,"While the Vietnam War roils America, seventh grader Holling Hoodhood contends with Shakespeare, a demanding father, a school bully, and more. Learn these words from Schmidt's funny and heartwarming coming-of-age story.",https://cdn.vocabulary.com/units/syxnd2nx/cover.jpeg?width=220&v=16c29d7bce1,https://www.amazon.com/dp/0618724834?tag=vocabulary01-20,Gary D. Schmidt,"Grade 6,Grade 7,Grade 8,Literature",/lists/syxnd2nx/wednesday-wars,1311
The Age of Innocence,,"Newland Archer, a member of New York City's high society in the late 19th century, is engaged to a proper young lady — but finds himself drawn to the unconventional Countess Ellen Olenska. Read the full text here.",https://cdn.vocabulary.com/units/t26r25z6/cover.jpeg?width=220&v=17a5e9ed745,https://www.amazon.com/dp/0684842378?tag=vocabulary01-20,Edith Wharton,Literature,/lists/t26r25z6/age-of-innocence,1312
How I Became a Ghost,A Choctaw Trail of Tears Story,"This novel is narrated by a ten-year-old boy who did not survive the Trail of Tears, the forced resettlement of Native Americans during the 19th century.",https://cdn.vocabulary.com/units/t2qemi44/cover.jpeg?width=220&v=17556f1ad82,https://www.amazon.com/dp/1937054551?tag=vocabulary01-20,Tim Tingle,"Literature,Non-Fiction",/lists/t2qemi44/how-i-became-a-ghost,1313
Show Me a Sign,,"Inspired by historical events, this novel explores tensions between a 19th-century community of deaf islanders and an ambitious scientist.",https://cdn.vocabulary.com/units/t43kmbs2/cover.jpeg?width=220&v=178f47a3859,https://www.amazon.com/dp/1338255819?tag=vocabulary01-20,Ann Clare LeZotte,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/t43kmbs2/show-me-a-sign,1314
A Thousand Splendid Suns,,"Mariam and Laila belong to different generations, but they develop a deep bond as their home city of Kabul, Afghanistan becomes more dangerous.",https://cdn.vocabulary.com/units/t4l5cckf/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B000SCHC0Q?tag=vocabulary01-20,Khaled Hosseini,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/t4l5cckf/thousand-splendid-suns,1315
Sapiens,A Brief History of Humankind,"Drawing on both historical and scientific research, this book traces the evolution of human beings over tens of thousands of years.",https://cdn.vocabulary.com/units/t4lqc7ho/cover.jpeg?width=220&v=16ffc1494f8,https://www.amazon.com/dp/0062316117?tag=vocabulary01-20,Yuval Noah Harari,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/t4lqc7ho/sapiens,1316
Torpedoed,"The True Story of the World War II Sinking of ""The Children's Ship""",This work of nonfiction tells the story of a German attack on a British ship carrying a group of children during World War II.,https://cdn.vocabulary.com/units/t65yutt4/cover.jpeg?width=220&v=17d0af4eb78,https://www.amazon.com/dp/1627795545?tag=vocabulary01-20,Deborah Heiligman,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/t65yutt4/torpedoed,1317
The Killer Angels,,"This Pulitzer Prize-winning novel explores the four turbulent days of the Battle of Gettysburg, a decisive moment in the American Civil War.",https://cdn.vocabulary.com/units/t6a5bp5p/cover.jpeg?width=220&v=16c24ddc1a7,https://www.amazon.com/dp/0345348109?tag=vocabulary01-20,Michael Shaara,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/t6a5bp5p/killer-angels,1318
Othello,,"Influenced by the duplicitous Iago, Othello, a Moorish general in the Venetian army, begins to doubt his wife's faithfulness. Read the full text here.",https://cdn.vocabulary.com/units/t73gn3c2/cover.jpeg?width=220&v=180fbd0bb22,https://www.amazon.com/dp/0743477553?tag=vocabulary01-20,William Shakespeare,"Grade 11,Grade 12",/lists/t73gn3c2/othello,1319
Odd One Out,,"Coop and his neighbor Jupiter are best friends — despite Coop's unrequited crush. But when Rae moves to town, she threatens to disrupt their friendship.",https://cdn.vocabulary.com/units/t7m5bmbg/cover.jpeg?width=220&v=16c248f35ef,https://www.amazon.com/dp/1101939532?tag=vocabulary01-20,Nic Stone,Literature,/lists/t7m5bmbg/odd-one-out,1320
Take a Compliment,Positive Words to Describe People You Admire,"Searching for the perfect adjective to describe someone inspiring? These praiseworthy lists are full of compliments, kudos, and accolades.",https://cdn.vocabulary.com/units/t7rmylnc/feature.png?width=500&v=17b35b14aeb,,,Just for Fun,/lists/t7rmylnc/take-a-compliment,1321
From the Mixed-up Files of Mrs. Basil E. Frankweiler,,"When Claudia Kincaid and her brother run away from home, they find themselves caught up in a mystery at the Metropolitan Museum of Art in New York City. Learn these words from E. L. Konigsburg's award-winning novel.",https://cdn.vocabulary.com/units/tadnjtby/cover.jpeg?width=220&v=16c2541a6ca,https://www.amazon.com/dp/0689711816?tag=vocabulary01-20,E.L. Konigsburg,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/tadnjtby/from-the-mixed-up-files-of-mrs-basil-e-frankweiler,1322
Home of the Brave,,"In this verse novel, a young immigrant from Africa adjusts to life in the United States.",https://cdn.vocabulary.com/units/tagechbu/cover.jpeg?width=220&v=16c255221be,https://www.amazon.com/dp/0312535635?tag=vocabulary01-20,Katherine Applegate,"Grade 5,Literature",/lists/tagechbu/home-of-the-brave,1323
Bronx Masquerade,,"Each week, students in a high school English class step up to the mic to share original poems.",https://cdn.vocabulary.com/units/tajkkysz/cover.jpeg?width=220&v=16c3016cf91,https://www.amazon.com/dp/0425289761?tag=vocabulary01-20,Nikki Grimes,Literature,/lists/tajkkysz/bronx-masquerade,1324
Touching Spirit Bear,,"After committing a violent crime, Cole Matthews is given a choice: jail time or isolation on a remote Alaskan island. Clinging to life after a savage bear attack, Cole wonders if he still has a chance at redemption.",https://cdn.vocabulary.com/units/tbbg3y3c/cover.jpeg?width=220&v=16d2c83d300,https://www.amazon.com/dp/038080560X?tag=vocabulary01-20,Ben Mikaelsen,"Grade 6,Literature",/lists/tbbg3y3c/touching-spirit-bear,1325
Caterpillar Summer,,"Because her mom must travel to teach a summer course, eleven-year-old Catherine Gladwell finds herself in North Carolina, meeting her maternal grandparents for the first time, looking after her seven-year-old brother, and trying to create sweet Gingerbread Island memories.",https://cdn.vocabulary.com/units/tbn7fe3y/cover.png?width=220&v=18e5c22f43e,https://www.amazon.com/dp/1547603143?tag=vocabulary01-20,Gillian McDunn,Literature,/lists/tbn7fe3y/caterpillar-summer,1326
The GED Social Studies Test,,"Set yourself up for GED success by practicing these lists of essential social studies terms. Our lists will help reinforce your understanding of the major topics covered on the test, including American history, government, civics, economics, and geography. Be sure to read through the example sentences on our American history lists, which provide quick ""mini lessons"" on important historical events and ideas.",https://cdn.vocabulary.com/units/tbryuo5l/feature.png?width=500&v=17888cfd575,,,"Grade 11,Grade 12,Test-Prep",/lists/tbryuo5l/ged-social-studies-test,1327
Into Thin Air,,"In this memoir, Jon Krakauer recounts a disastrous expedition to the summit of Mt. Everest that left five people dead and many others — including the author — questioning their own culpability.",https://cdn.vocabulary.com/units/tcfu6q2w/cover.jpeg?width=220&v=1896465c7dd,https://www.amazon.com/dp/0385494785?tag=vocabulary01-20,Jon Krakauer,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/tcfu6q2w/into-thin-air,1328
The Remarkable Journey of Coyote Sunrise,,"Coyote and her dad have been living on the road since the deaths of her mother and sisters. When Coyote finds out that a park in her hometown is being demolished, she decides to trick her dad into returning so she can retrieve a memory box that she and her family once buried there.",https://cdn.vocabulary.com/units/tctnettw/cover.jpeg?width=220&v=16fee079bb0,https://www.amazon.com/dp/1250196701?tag=vocabulary01-20,Dan Gemeinhart,Grade 7,/lists/tctnettw/remarkable-journey-of-coyote-sunrise,1329
Song of Myself,,"Included in the often-revised collection Leaves of Grass, ""Song of Myself"" expresses the 19th-century American poet's visions of common and universal humanity. The full text can be found here.",https://cdn.vocabulary.com/units/tejh2oix/cover.png?width=220&v=18a2883a093,,Walt Whitman,Grade 11,/lists/tejh2oix/song-of-myself,1330
War Horse,,A horse named Joey fights on the battlefield during World War I — but longs to reunite with the boy who raised him.,https://cdn.vocabulary.com/units/tf6zuzfq/cover.jpeg?width=220&v=17329a07ea1,https://www.amazon.com/dp/0439796644?tag=vocabulary01-20,Michael Morpurgo,Literature,/lists/tf6zuzfq/war-horse,1331
The Rise and Fall of Charles Lindbergh,,"This biography of the explores the famed aviator's childhood, flying career, and eventual attraction to eugenics and Nazism.",https://cdn.vocabulary.com/units/titdlevl/cover.jpeg?width=220&v=1752358ba12,https://www.amazon.com/dp/052564654X?tag=vocabulary01-20,Candace Fleming,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/titdlevl/rise-and-fall-of-charles-lindbergh,1332
5th Grade Math Vocabulary,,"Explore a comprehensive collection of essential math vocabulary tailored for 5th grade students. With this vocabulary in their arsenal, students will be able to confidently tackle math problems related to numbers and operations, geometry, measurement, and data and finance.",https://cdn.vocabulary.com/units/tjkaza6a/feature.png?width=500&v=18c7fcc1990,,,Grade 5,/lists/tjkaza6a/5th-grade-math-terms,1333
Camp Panda,Helping Cubs Return to the Wild,This nonfiction work explains the efforts taken by China and the United States to successfully preserve the giant panda from extinction.,https://cdn.vocabulary.com/units/tl4r6xaq/cover.png?width=220&v=194aeba115e,https://www.amazon.com/dp/0358732891?tag=vocabulary01-20,Catherine Thimmesh,Non-Fiction,/lists/tl4r6xaq/camp-panda,1334
An American Plague,The True and Terrifying Story of the Yellow Fever Epidemic of 1793,"Drawing on medical research, news articles, and firsthand accounts, Jim Murphy traces the yellow fever epidemic of 1793 in this gripping historical account.",https://cdn.vocabulary.com/units/tlaes5y7/cover.jpeg?width=220&v=16c2505fb4a,https://www.amazon.com/dp/0395776082?tag=vocabulary01-20,Jim Murphy,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/tlaes5y7/american-plague,1335
Fallout,"Spies, Superbombs, and the Ultimate Cold War Showdown","In this follow-up to Bomb, the award-winning author shows how the development of the atomic bomb led to tensions between the United States and the Soviet Union that threatened massive destruction for nearly fifty years after World War II.",https://cdn.vocabulary.com/units/tln3hix5/cover.png?width=220&v=19291e93892,https://www.amazon.com/dp/1250149010?tag=vocabulary01-20,Steve Sheinkin,Non-Fiction,/lists/tln3hix5/fallout,1336
The Bean Trees,,"Kingsolver's first novel tells the story of Taylor Greer, who leaves Kentucky and tries to make a life for herself and an orphaned Native American girl in Tucson, Arizona.",https://cdn.vocabulary.com/units/tlq4u3pg/cover.jpeg?width=220&v=16c25683d9b,https://www.amazon.com/dp/0062277758?tag=vocabulary01-20,Barbara Kingsolver,"Grade 10,Grade 11,Literature",/lists/tlq4u3pg/bean-trees,1337
The Last of the Mohicans,A Narrative of 1757,"During the French and Indian War, a British colonist's daughters, their Native American guides, and a scout named Hawkeye attempt a dangerous journey from Fort Edward to Fort Henry.",https://cdn.vocabulary.com/units/tlxxtocf/cover.jpeg?width=220&v=191d6f794ce,https://www.amazon.com/dp/0553213296?tag=vocabulary01-20,James Fenimore Cooper,"Grade 11,Literature",/lists/tlxxtocf/last-of-the-mohicans,1338
The Way Back,,"In this historical fantasy novel, Bluma and Yehuda Leib cross over into the land of the dead.",https://cdn.vocabulary.com/units/tmqszc2a/cover.jpeg?width=220&v=1761a155976,https://www.amazon.com/dp/1984894625?tag=vocabulary01-20,Gavriel Savit,Literature,/lists/tmqszc2a/way-back,1339
Ripped from the Headlines: February 2022,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/to5yzvev/feature.png?width=500&v=1861306bd6e,,,Events,/lists/to5yzvev/ripped-from-the-headlines-february-2022,1340
Simon vs. the Homo Sapiens Agenda,,"In this funny and heartwarming novel, sixteen-year-old Simon Spier finds himself in the middle of a real-life drama when a classmate threatens to expose his secrets. Learn these words from Becky Albertalli's award-winning debut.",https://cdn.vocabulary.com/units/tohqazcg/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/006234868X?tag=vocabulary01-20,Becky Albertalli,Literature,/lists/tohqazcg/simon-vs-the-homo-sapiens-agenda,1341
"Red, White & Royal Blue",,"First Son Alex Claremont-Diaz is working to ensure his mother's reelection; but when he falls for his old rival, the Prince of Wales, they unintentionally spark an international incident.",https://cdn.vocabulary.com/units/toiscrj3/cover.jpeg?width=220&v=17b308b9aeb,https://www.amazon.com/dp/1250316774?tag=vocabulary01-20,Casey McQuiston,Literature,/lists/toiscrj3/red-white-royal-blue,1342
The View from Saturday,,"In this novel, the members of Mrs. Olinski's champion Academic Bowl team reveal the secrets behind their unexpected success.",https://cdn.vocabulary.com/units/towzythz/cover.jpeg?width=220&v=16d1ca9fc53,https://www.amazon.com/dp/0689817215?tag=vocabulary01-20,E.L. Konigsburg,Grade 6,/lists/towzythz/view-from-saturday,1343
Aviva vs. the Dybbuk,,"First appearing after her father's death, the dybbuk is a spirit that eleven-year-old Aviva Jacobs believes is causing trouble within her Jewish neighborhood.",https://cdn.vocabulary.com/units/tqkgmgsj/cover.png?width=220&v=18af6dec635,https://www.amazon.com/dp/1646141253?tag=vocabulary01-20,Mari Lowe,Literature,/lists/tqkgmgsj/aviva-vs-the-dybbuk,1344
Because They Marched,The People's Campaign for Voting Rights that Changed America,This nonfiction account of the 1965 voting rights march from Selma to Montgomery is richly illustrated with archival photographs.,https://cdn.vocabulary.com/units/tqyqy3vt/cover.jpeg?width=220&v=176d918cc27,https://www.amazon.com/dp/0823435687?tag=vocabulary01-20,Russell Freedman,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/tqyqy3vt/because-they-marched,1345
Elephant Run,,"Forced to work as a servant in a Burmese village during World War II, Nick plans a daring escape.",https://cdn.vocabulary.com/units/trg5kgvl/cover.jpg?width=220&v=174b6cb8e58,https://www.amazon.com/dp/1606865153?tag=vocabulary01-20,Roland Smith,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/trg5kgvl/elephant-run,1346
Uglies,,"In a dystopian society that values beauty above all else, Tally Youngblood faces a choice: undergo cosmetic surgery to become a ""pretty"" or join a group of rebels.",https://cdn.vocabulary.com/units/trjmthp7/cover.jpeg?width=220&v=188defb45c8,https://www.amazon.com/dp/1442419814?tag=vocabulary01-20,Scott Westerfeld,"Grade 7,Grade 9,Grade 10,Grade 11,Grade 12",/lists/trjmthp7/uglies,1347
Orlando: A Biography,,"Born an English nobleman, Orlando serves King Charles II as an ambassador to Constantinople, where he wakes up one day as a woman and lives on for several centuries switching between genders.",https://cdn.vocabulary.com/units/tsk4u54s/cover.png?width=220&v=18baff99029,https://www.amazon.com/dp/0241436303?tag=vocabulary01-20,Virginia Woolf,Literature,/lists/tsk4u54s/orlando-a-biography,1348
